SA1_MAINCODE_2016,Area (sq km),Nearest Centrelink office,Distance (km),Total travel time (min),Travel time decile
10401108224,23.5903,Yamba,7942.761926,12.3,7
10401108225,23.3792,Yamba,7281.16463,24.9,9
10401108226,0.1753,Yamba,12923.30649,17.5,9
10401108227,0.2869,Yamba,3900.276905,8.4,4
10401108228,0.386,Yamba,4065.491234,8.5,4
10401108229,2.0337,Yamba,3168.474961,7.3,3
10401108230,0.9485,Yamba,12590.28081,15.6,8
10401108231,2.4326,Yamba,11096.55389,16.3,8
10401108232,1.0286,Yamba,1026.251114,4,1
10401108233,1.1241,Yamba,1103.38353,3.2,1
10401108234,0.7876,Yamba,11118.19379,17.7,9
10401108235,95.0107,Yamba,12208.36899,22.4,9
10401108236,8.1721,Yamba,2147.866492,4.8,1
10401108237,0.2872,Yamba,361.3965452,2.3,1
10401108238,0.2083,Yamba,428.5645994,1.8,1
10401108239,11.1471,Yamba,8714.874497,16.4,8
10401108240,44.779,Yamba,2802.871458,3.4,1
10401108241,1.3689,Yamba,4830.261107,37.9,10
10401108242,0.5679,Yamba,4274.175308,34.5,10
10401108243,0.5165,Yamba,3452.241609,8,4
10401108244,1.3282,Yamba,989.0432241,3.6,1
10401108245,0.3335,Yamba,5730.096783,9.6,5
10402108301,0.2927,Nambucca Heads,24002.17506,34.9,10
10402108302,0.1681,Nambucca Heads,24352.07886,34.8,10
10402108303,0.3201,Nambucca Heads,24733.01373,35.5,10
10402108304,0.5317,Nambucca Heads,23780.46958,36.6,10
10402108305,0.2481,Nambucca Heads,23661.24876,33.4,10
10402108306,0.6554,Nambucca Heads,22925.79032,30.5,10
10402108307,0.372,Nambucca Heads,22380.05844,32.5,10
10402108308,15.9497,Nambucca Heads,26309.11211,35.2,10
10402108309,69.6129,Nambucca Heads,16633.1237,30.3,10
10402108310,22.3573,Nambucca Heads,19721.70756,27.6,9
10402108311,381.1921,Nambucca Heads,48354.84093,97,10
10402108312,178.978,Coffs Harbour,32706.81632,55.1,10
10402108313,0.6534,Nambucca Heads,22802.16398,34,10
10402108314,65.4886,Coffs Harbour,24314.42171,45.6,10
10402108315,73.6677,Coffs Harbour,21086.11958,31.9,10
10402108316,0.3724,Nambucca Heads,23242.10785,31.9,10
10402108317,190.1879,Nambucca Heads,29804.32529,65.6,10
10402108401,0.6055,Coffs Harbour,3535.038988,10.5,6
10402108402,0.3711,Coffs Harbour,3082.767009,9,4
10402108403,0.184,Coffs Harbour,1619.756432,7.5,3
10402108404,0.2669,Coffs Harbour,1800.609778,6.4,2
10402108405,0.1696,Coffs Harbour,1942.74821,6.2,2
10402108406,0.1332,Coffs Harbour,3379.160845,8.6,4
10402108407,0.471,Coffs Harbour,2679.647509,7.6,3
10402108408,0.1394,Coffs Harbour,2405.557394,7.4,3
10402108409,0.2523,Coffs Harbour,1775.805297,6.2,2
10402108410,0.1635,Coffs Harbour,2267.957913,7.1,3
10402108411,0.8251,Coffs Harbour,956.3201555,13.4,7
10402108412,0.0821,Coffs Harbour,2086.289971,8.3,4
10402108413,0.2969,Coffs Harbour,1846.133087,8.7,4
10402108414,0.3217,Coffs Harbour,1242.211271,5.3,2
10402108415,1.0863,Coffs Harbour,3698.758319,8.6,4
10402108416,0.1373,Coffs Harbour,1544.228892,6.7,3
10402108417,0.1421,Coffs Harbour,2507.706958,9,4
10402108418,0.2074,Coffs Harbour,1380.438328,5.2,2
10402108419,6.8159,Coffs Harbour,4190.069769,9,4
10402108420,5.0966,Coffs Harbour,3252.467559,9.4,5
10402108421,0.3253,Coffs Harbour,2108.177014,7.1,3
10402108422,0.1639,Coffs Harbour,1802.520018,7.8,4
10402108423,0.5802,Coffs Harbour,1131.169367,8,4
10402108424,1.4408,Coffs Harbour,2691.802256,10.7,6
10402108425,0.1736,Coffs Harbour,3172.093463,7.6,3
10402108426,0.2295,Coffs Harbour,2712.294034,7,3
10402108427,0.3222,Coffs Harbour,3235.203024,9.7,5
10402108428,0.1552,Coffs Harbour,1750.9913,5.7,2
10402108429,0.2285,Coffs Harbour,1345.100169,4.8,1
10402108430,0.2212,Coffs Harbour,2879.928273,8.2,4
10402108431,0.4294,Coffs Harbour,1408.044426,6.6,3
10402108432,0.1671,Coffs Harbour,1836.682232,7.6,3
10402108433,0.2042,Coffs Harbour,2642.232668,7.4,3
10402108434,0.1954,Coffs Harbour,2361.371802,8,4
10402108435,0.4224,Coffs Harbour,2101.414405,7.4,3
10402108436,0.1923,Coffs Harbour,1807.179878,6.4,2
10402108438,0.1796,Coffs Harbour,2641.825346,7.8,4
10402108439,0.5388,Coffs Harbour,3361.601888,10.5,6
10402108440,0.1921,Coffs Harbour,962.6569686,4.4,1
10402108441,0.153,Coffs Harbour,2730.153189,8.4,4
10402108442,0.2648,Coffs Harbour,2375.286896,7.4,3
10402108443,0.3445,Coffs Harbour,873.4253329,4.8,1
10402108444,0.3021,Coffs Harbour,964.0446553,4.7,1
10402108445,0.1282,Coffs Harbour,1976.890644,7.1,3
10402108446,0.3466,Coffs Harbour,1819.183914,8.4,4
10402108501,0.4389,Coffs Harbour,503.0245323,9.5,5
10402108502,0.3163,Coffs Harbour,2814.313077,8,4
10402108503,1.0893,Coffs Harbour,3663.350674,9.5,5
10402108504,0.1257,Coffs Harbour,1671.608464,4.9,2
10402108505,0.1957,Coffs Harbour,1552.449273,5.2,2
10402108506,0.1404,Coffs Harbour,1157.26693,4.9,2
10402108507,0.1419,Coffs Harbour,747.8561214,3.2,1
10402108508,0.5778,Coffs Harbour,334.9021072,3,1
10402108509,0.1734,Coffs Harbour,742.2723499,3.9,1
10402108510,0.2393,Coffs Harbour,1544.329574,5.7,2
10402108511,0.1001,Coffs Harbour,1246.071315,5.9,2
10402108512,0.3285,Coffs Harbour,2443.148611,7.8,4
10402108513,0.2277,Coffs Harbour,2070.446992,7.1,3
10402108514,0.1424,Coffs Harbour,1984.966087,5.8,2
10402108515,0.1338,Coffs Harbour,1764.640146,5.1,2
10402108516,0.1732,Coffs Harbour,1785.709565,7,3
10402108517,0.2486,Coffs Harbour,1974.349521,6.9,3
10402108518,0.1561,Coffs Harbour,1496.490625,6.4,2
10402108519,11.3509,Coffs Harbour,5167.110603,12.4,7
10402108520,6.2383,Coffs Harbour,3590.433016,6.8,3
10402108521,8.3707,Coffs Harbour,3210.000188,10.1,5
10402108522,0.8532,Coffs Harbour,2618.02741,9.1,5
10402108523,0.2178,Coffs Harbour,692.062699,7,3
10402108524,0.0689,Coffs Harbour,1105.897721,4.9,2
10402108525,0.1316,Coffs Harbour,1904.055318,6.1,2
10402108526,0.182,Coffs Harbour,2090.682707,6.3,2
10402108527,0.5125,Coffs Harbour,1608.624528,7,3
10402108528,0.1398,Coffs Harbour,1172.780872,5.4,2
10402108529,0.222,Coffs Harbour,907.7156263,4.9,2
10402108530,0.291,Coffs Harbour,687.4860962,4,1
10402108531,0.1718,Coffs Harbour,1380.703038,5.9,2
10402108601,1.1453,Coffs Harbour,12715.00379,18.8,9
10402108602,0.6944,Coffs Harbour,20697.1567,29.2,10
10402108603,33.3753,Coffs Harbour,21060.35963,33.6,10
10402108604,13.8376,Coffs Harbour,24222.44063,33.8,10
10402108605,17.1132,Coffs Harbour,19368.08426,26.5,9
10402108606,46.4913,Coffs Harbour,15191.4132,25.6,9
10402108607,22.6176,Coffs Harbour,9547.303416,23.5,9
10402108608,61.6678,Coffs Harbour,17824.282,26.3,9
10402108609,52.7492,Coffs Harbour,14118.68574,24.5,9
10402108610,10.5621,Coffs Harbour,9711.580932,16.3,8
10402108611,18.8016,Coffs Harbour,8842.099022,16.8,8
10402108612,44.7378,Coffs Harbour,12410.09341,23.4,9
10402108613,40.1158,Coffs Harbour,8651.628462,26.8,9
10402108701,180.342,Coffs Harbour,34308.24469,66.4,10
10402108702,124.4603,Coffs Harbour,22031.12003,54.8,10
10402108703,158.9406,Coffs Harbour,25091.53475,46.5,10
10402108704,1.7325,Coffs Harbour,39977.33824,66.5,10
10402108705,0.2887,Coffs Harbour,39184.46566,66.8,10
10402108706,0.2884,Coffs Harbour,39326.49116,65.7,10
10402108707,0.3335,Coffs Harbour,39181.1964,64.6,10
10402108708,1.5764,Nambucca Heads,42693.64631,63.1,10
10402108709,93.2646,Coffs Harbour,41249.99351,67.4,10
10402108710,137.3638,Nambucca Heads,53463.97757,87.7,10
10402108711,554.4062,Coffs Harbour,66452.73492,120.9,10
10402108712,638.49,Coffs Harbour,51433.1103,112,10
10402108713,96.1844,Coffs Harbour,47396.05584,80.1,10
10402108801,0.1507,Coffs Harbour,14948.35695,19.9,9
10402108802,1.3339,Coffs Harbour,8594.25948,12.4,7
10402108803,0.4449,Coffs Harbour,5168.436705,10.4,5
10402108804,0.3643,Coffs Harbour,4216.727991,9.2,5
10402108805,0.203,Coffs Harbour,5546.033617,10.3,5
10402108806,0.2559,Coffs Harbour,4658.059391,11.2,6
10402108807,7.905,Coffs Harbour,15283.34097,21.2,9
10402108808,0.399,Coffs Harbour,7421.22368,12.9,7
10402108809,0.3329,Coffs Harbour,6380.657245,11.8,6
10402108810,0.2475,Coffs Harbour,4609.328896,10.4,5
10402108811,6.541,Coffs Harbour,11385.29916,15.1,8
10402108812,1.4815,Coffs Harbour,14779.09195,19.7,9
10402108813,0.2005,Coffs Harbour,15328.31114,17.8,9
10402108814,0.874,Coffs Harbour,16026.39939,22.7,9
10402108815,0.8522,Coffs Harbour,16287.18545,20,9
10402108816,3.6152,Coffs Harbour,15087.36634,18.4,9
10402108817,4.2652,Coffs Harbour,13457.90417,16.6,8
10402108818,7.4114,Coffs Harbour,11704.66486,17,8
10402108819,5.7095,Coffs Harbour,8029.932659,14.2,8
10402108820,15.1005,Coffs Harbour,5303.761829,13,7
10402108901,0.2272,Coffs Harbour,7641.66196,16,8
10402108902,0.2144,Coffs Harbour,7990.383558,15,8
10402108903,0.093,Coffs Harbour,8187.327316,14.7,8
10402108904,0.1317,Coffs Harbour,6596.315062,11.9,6
10402108905,2.8304,Coffs Harbour,7213.789388,15.7,8
10402108906,6.6062,Coffs Harbour,8297.928578,13.9,7
10402108907,0.2458,Coffs Harbour,8619.729823,17.4,9
10402108908,1.3599,Coffs Harbour,5296.048032,13,7
10402108909,0.2622,Coffs Harbour,6343.379658,12.2,7
10402108910,0.21,Coffs Harbour,6543.009829,13.7,7
10402108911,0.8726,Coffs Harbour,6304.141249,13.5,7
10402108912,0.3321,Coffs Harbour,7258.385843,14.2,8
10402108913,0.3913,Coffs Harbour,5808.7398,10.2,5
10402108914,0.3265,Coffs Harbour,7107.646165,16.1,8
10402108915,0.2008,Coffs Harbour,7578.680042,16.4,8
10402108916,0.2233,Coffs Harbour,8046.605655,15,8
10402108917,0.1502,Coffs Harbour,6830.872949,13.9,7
10402108918,0.0922,Coffs Harbour,7077.872578,15.8,8
10402108919,0.2146,Coffs Harbour,6855.612959,12.1,7
10402108920,0.082,Coffs Harbour,6459.299759,12.8,7
10402108921,0.1402,Coffs Harbour,8280.159265,15.3,8
10402108922,1.7681,Coffs Harbour,6005.101148,11.6,6
10402108923,0.7453,Coffs Harbour,8059.719273,18.2,9
10402108924,0.1698,Coffs Harbour,8378.233195,17.1,8
10402108925,0.1492,Coffs Harbour,6368.524478,11,6
10402108926,0.2827,Coffs Harbour,6560.918543,12.9,7
10402108927,0.3744,Coffs Harbour,5882.907696,10.3,5
10402108928,0.1499,Coffs Harbour,8660.967832,17.7,9
10402108929,0.2312,Coffs Harbour,8935.602075,16.5,8
10402108930,0.1989,Coffs Harbour,7391.223905,13.2,7
10402108931,0.5471,Coffs Harbour,6900.360305,12.6,7
10402108932,0.2196,Coffs Harbour,7592.247018,14.6,8
10402108933,0.1879,Coffs Harbour,7250.45193,17.2,8
10402108934,1.2772,Coffs Harbour,6212.730608,12.8,7
10402108935,0.3446,Coffs Harbour,7252.093445,14.1,8
10402108936,0.5681,Coffs Harbour,8946.320437,19.3,9
10402108937,0.158,Coffs Harbour,6779.06132,11.8,6
10402108938,0.5511,Coffs Harbour,7339.331082,13.9,7
10402108939,0.1256,Coffs Harbour,7896.175252,15.4,8
10402108940,0.1971,Coffs Harbour,7896.492006,15.2,8
10402108941,0.1434,Coffs Harbour,8219.275268,15.5,8
10402108942,0.4801,Coffs Harbour,8364.422995,18.3,9
10402108943,0.2311,Coffs Harbour,8049.975732,14.8,8
10402108944,0.1653,Coffs Harbour,7719.809523,14.7,8
10402108945,0.2146,Coffs Harbour,7346.054438,13.5,7
10402108946,0.2668,Coffs Harbour,8784.972862,17.6,9
10402108947,0.4876,Coffs Harbour,9298.212003,17.7,9
10402108948,12.1938,Coffs Harbour,10539.0928,17.7,9
10402108949,1.5102,Coffs Harbour,12334.05722,18.2,9
10402108950,7.1801,Coffs Harbour,11527.32755,19.7,9
10402108951,1.0132,Coffs Harbour,8752.864147,14.7,8
10402108952,23.6316,Coffs Harbour,14157.57109,30.2,10
10402108953,4.7171,Coffs Harbour,9802.834112,19.9,9
10402108954,21.2222,Coffs Harbour,14899.09891,22.4,9
10402108955,21.0499,Coffs Harbour,14777.55776,26.8,9
10402108956,0.2657,Coffs Harbour,7386.010505,14,8
10402109001,1.558,Nambucca Heads,20274.74144,28.4,9
10402109002,3.8751,Nambucca Heads,17699.09662,23.5,9
10402109003,2.6264,Coffs Harbour,17598.46845,22.2,9
10402109004,38.6548,Nambucca Heads,12098.46279,26.6,9
10402109005,20.9408,Coffs Harbour,21030.44139,27.3,9
10402109006,0.2097,Nambucca Heads,15780.67484,19.5,9
10402109007,0.4057,Nambucca Heads,16226.36023,19.6,9
10402109008,1.4705,Nambucca Heads,16464.32783,22.2,9
10402109009,6.3153,Coffs Harbour,18219.8574,25.1,9
10402109010,1.0256,Nambucca Heads,14689.2029,17.1,8
10402109011,0.3856,Nambucca Heads,15496.71294,18.8,9
10402109012,12.9979,Nambucca Heads,16562.81991,16.2,8
10402109013,0.9535,Nambucca Heads,16761.46066,21.5,9
10402109014,0.9126,Nambucca Heads,16702.70458,22.9,9
10402109015,16.0809,Nambucca Heads,19591.67721,21.8,9
10402109101,0.4661,Coffs Harbour,21377.01169,22.3,9
10402109102,0.1992,Coffs Harbour,21230.41885,22.5,9
10402109103,0.1975,Coffs Harbour,21062.55867,21.5,9
10402109105,1.9495,Coffs Harbour,22237.43152,27.2,9
10402109106,0.734,Coffs Harbour,22827.00516,24.4,9
10402109107,1.4583,Coffs Harbour,23851.13176,25.4,9
10402109108,45.157,Coffs Harbour,22507.50611,79.6,10
10402109109,0.6119,Coffs Harbour,17440.28709,21,9
10402109110,0.1296,Coffs Harbour,18019.0012,20.7,9
10402109111,0.2171,Coffs Harbour,18187.2236,22.5,9
10402109113,11.2156,Coffs Harbour,17943.20922,23.5,9
10402109115,82.2889,Coffs Harbour,28537.06263,33.7,10
10402109116,29.2387,Coffs Harbour,32263.21405,29.8,10
10402109117,77.9385,Coffs Harbour,39609.35005,48.1,10
10402109118,1.2513,Coffs Harbour,36175.7886,36.2,10
10402109121,0.7696,Coffs Harbour,30146.57113,29.5,10
10402109122,2.818,Coffs Harbour,27906.43129,31.5,10
10402109123,2.6804,Coffs Harbour,26388.62423,28.4,9
10402109124,1.7428,Coffs Harbour,25107.25523,28.3,9
10402109125,0.5157,Coffs Harbour,22274.83876,24.5,9
10402109126,0.474,Coffs Harbour,21713.10575,25.9,9
10402109127,0.3987,Coffs Harbour,21578.49293,22.8,9
10402109128,0.173,Coffs Harbour,22231.88492,23.9,9
10402109129,0.0603,Coffs Harbour,30702.04582,30.3,10
10402109130,1.3714,Coffs Harbour,31124.90684,31.2,10
10402109131,2.168,Coffs Harbour,20088.53632,19.4,9
10402109132,0.1834,Coffs Harbour,30464.29766,29.6,10
10402109133,0.1914,Coffs Harbour,21930.50662,24.2,9
10402109134,0.1166,Coffs Harbour,21039.6909,22.3,9
10402109135,0.3653,Coffs Harbour,22300.3005,23.8,9
10402109136,0.2529,Coffs Harbour,17849.98192,22.7,9
10402109137,0.8126,Coffs Harbour,17116.43256,16.7,8
10402109138,0.1934,Coffs Harbour,21192.95894,24.2,9
10402109139,0.2072,Coffs Harbour,17711.55083,23.3,9
10402109140,1.0921,Coffs Harbour,20703.75514,22.7,9
10402109141,0.6014,Coffs Harbour,22331.10054,24.8,9
10501109201,0.5385,Bourke,884.4370902,3.1,1
10501109202,0.7105,Bourke,1002.483425,2.5,1
10501109203,15187.4963,Bourke,109088.8778,132.1,10
10501109204,12358.4064,Bourke,13253.48729,10.7,6
10501109205,14476.8743,Bourke,95082.60421,102.6,10
10501109207,2.9223,Bourke,90815.31235,68.6,10
10501109208,1.9136,Bourke,90296.23168,67.2,10
10501109209,8325.1489,Bourke,84055.24152,68.6,10
10501109210,6484.3972,Walgett,136771.6377,140.4,10
10501109211,1.3095,Bourke,1167.244062,3,1
10501109212,3.1317,Bourke,827.6647496,1.2,1
10501109213,0.8436,Bourke,1489.763682,3.7,1
10501109301,3.9786,Griffith,123783.7366,109.8,10
10501109302,0.3711,Bourke,157534.8049,108.2,10
10501109303,0.2454,Bourke,155565.2906,105.4,10
10501109304,2.9456,Bourke,155430.922,105.7,10
10501109305,0.2753,Bourke,155964.9044,104.3,10
10501109306,0.4423,Bourke,156474.7848,106.2,10
10501109307,0.2502,Bourke,155989.9523,105.2,10
10501109308,0.2256,Bourke,155089.6332,105.3,10
10501109309,0.8098,Bourke,155527.5189,106.8,10
10501109310,0.4385,Bourke,156613.0114,107.5,10
10501109311,0.3158,Bourke,157235.9106,107.7,10
10501109312,1.9502,Bourke,157077.5396,108.8,10
10501109313,13934.8928,Griffith,193725.5653,156.6,10
10501109315,0.562,Bourke,154007.4248,101.8,10
10501109316,1.3195,Bourke,158112.7081,110.2,10
10501109317,31602.3754,Bourke,177701.68,140,10
10501109401,0.6967,Walgett,107162.4217,79,10
10501109402,0.9044,Walgett,107501.1322,78.8,10
10501109403,5.4223,Dubbo,101512.8745,80.7,10
10501109404,855.7121,Walgett,122307.3078,88.7,10
10501109405,2334.9486,Walgett,112316.9294,101.9,10
10501109406,3171.4826,Walgett,70196.08542,48.7,10
10501109407,2085.6931,Walgett,96926.78956,81.7,10
10501109408,2513.7578,Dubbo,115713.6566,103,10
10501109409,1165.1637,Dubbo,111485.172,93.7,10
10501109410,0.7009,Walgett,105658.4948,76,10
10501109411,2.0326,Walgett,105430.044,74.8,10
10501109412,0.6442,Walgett,106580.9508,76.6,10
10501109413,4.424,Walgett,108313.1228,78.7,10
10501109414,0.7704,Walgett,106136.9791,79.3,10
10501109501,0.3018,Dubbo,153910.898,113.7,10
10501109502,1644.6842,Dubbo,108255.6788,86.1,10
10501109503,1.478,Dubbo,152649.898,113.1,10
10501109504,4193.2891,Dubbo,151814.5291,124.4,10
10501109505,4569.0466,Dubbo,161907.0996,127.3,10
10501109506,5713.7589,Bourke,136161.129,95.9,10
10501109507,5080.6141,Parkes,191449.0546,166.2,10
10501109508,6.5437,Dubbo,153361.0224,112.7,10
10501109509,2.0062,Dubbo,153718.3295,114.8,10
10501109510,1.2985,Dubbo,154564.8126,113.6,10
10501109511,0.6512,Dubbo,94694.22684,74.4,10
10501109512,0.2263,Dubbo,94061.4036,77,10
10501109513,1.061,Dubbo,94790.02983,75.4,10
10501109514,0.5728,Dubbo,95460.04546,76.4,10
10501109515,0.4699,Dubbo,94886.82547,76.3,10
10501109601,1803.3808,Walgett,64123.96439,56.5,10
10501109603,3697.7071,Walgett,108908.1714,91.5,10
10501109604,3378.2134,Walgett,65883.3401,60.1,10
10501109605,1687.7497,Walgett,60780.47317,48.5,10
10501109606,0.3759,Walgett,513.0807992,1.8,1
10501109607,1.1905,Walgett,977.0960298,2.6,1
10501109608,1.6608,Walgett,5234.763489,8.5,4
10501109610,2.4554,Walgett,1297.362799,2.1,1
10501109611,1.0145,Walgett,925.0827981,3.1,1
10501109612,0.3032,Walgett,262.5877692,0.7,1
10501109613,0.446,Walgett,335.6944746,1.8,1
10501109614,1917.9936,Walgett,65279.23926,47.5,10
10501109615,6558.5373,Walgett,7561.073916,7.4,3
10501109616,2544.0479,Walgett,82997.65875,64.2,10
10501109617,1.1289,Walgett,119655.3154,92.6,10
10501109618,0.8732,Walgett,66813.3113,53.2,10
10501109619,8.7236,Walgett,67570.88987,56.3,10
10501109620,0.2674,Walgett,66646.49069,55.2,10
10501109621,1.3883,Walgett,67803.36002,55.3,10
10501109622,61.9068,Walgett,66910.26539,51.4,10
10501109623,0.3979,Walgett,66780.60727,56.6,10
10501109624,1.1145,Walgett,69321.733,50.6,10
10501109625,1.4529,Walgett,71367.22373,54.9,10
10501109626,1.2001,Walgett,70683.51361,53.3,10
10501109627,5338.1497,Walgett,77554.39528,55.9,10
10502109701,0.1865,Broken Hill,1276.623034,3.9,1
10502109702,0.4619,Broken Hill,935.7808363,2.2,1
10502109703,0.2308,Broken Hill,519.4681374,1.1,1
10502109704,0.3462,Broken Hill,1092.242594,3,1
10502109705,0.4745,Broken Hill,104.8832602,0.2,1
10502109706,0.2926,Broken Hill,595.4478532,1.8,1
10502109707,0.1615,Broken Hill,863.3746459,2.9,1
10502109708,0.1627,Broken Hill,1167.401905,3,1
10502109709,0.166,Broken Hill,1497.682904,3.7,1
10502109710,7.2733,Broken Hill,2560.515,7.2,3
10502109711,0.1979,Broken Hill,2449.729925,13,7
10502109712,0.3757,Broken Hill,2468.005564,6.6,3
10502109713,0.6049,Broken Hill,2099.491899,5.1,2
10502109714,0.2573,Broken Hill,2062.381898,4.7,1
10502109715,0.2693,Broken Hill,2429.233366,6.2,2
10502109716,0.3,Broken Hill,1567.928232,5.4,2
10502109717,0.3572,Broken Hill,1909.329402,4.5,1
10502109718,0.4151,Broken Hill,2075.752794,4.7,1
10502109719,1.28,Broken Hill,2495.286727,5.3,2
10502109720,0.303,Broken Hill,1821.162684,4.2,1
10502109721,0.3882,Broken Hill,1628.70064,4.7,1
10502109722,0.3738,Broken Hill,1105.614186,3.7,1
10502109723,0.2282,Broken Hill,1408.341358,3.7,1
10502109724,0.3707,Broken Hill,1758.202348,4.4,1
10502109725,0.3366,Broken Hill,1727.660009,4.6,1
10502109726,0.2362,Broken Hill,2423.256581,6.4,2
10502109727,0.1644,Broken Hill,1582.23455,4.1,1
10502109728,0.2775,Broken Hill,1314.165847,3.3,1
10502109729,0.2168,Broken Hill,1003.138143,2.2,1
10502109730,0.4849,Broken Hill,2343.349812,5.8,2
10502109731,0.2985,Broken Hill,2740.060745,6.7,3
10502109732,0.2658,Broken Hill,649.0931701,2.7,1
10502109733,0.6162,Broken Hill,2578.943414,6.1,2
10502109734,0.317,Broken Hill,1973.034334,5,2
10502109735,0.3641,Broken Hill,666.2726603,1.9,1
10502109736,0.1732,Broken Hill,2796.509413,6.9,3
10502109737,0.3773,Broken Hill,1571.219784,4.3,1
10502109738,0.3464,Broken Hill,1959.174132,6.2,2
10502109739,0.5813,Broken Hill,1690.155687,4.9,2
10502109740,0.6626,Broken Hill,2643.510649,6.2,2
10502109741,0.23,Broken Hill,2148.925404,4.7,1
10502109742,0.4765,Broken Hill,2749.015473,6.7,3
10502109743,0.3627,Broken Hill,2426.772686,4.6,1
10502109744,0.5261,Broken Hill,1626.629321,7,3
10502109745,0.2924,Broken Hill,2837.928203,9.1,5
10502109746,0.2722,Broken Hill,3206.756073,7.1,3
10502109747,0.3845,Broken Hill,3089.645795,6.5,3
10502109748,0.2426,Broken Hill,2367.287764,5.2,2
10502109749,0.3159,Broken Hill,2040.629917,7.7,3
10502109750,1.0415,Broken Hill,2217.924388,7.7,3
10502109751,0.3804,Broken Hill,2889.073625,6,2
10502109752,144.3944,Broken Hill,2789.252023,6.4,2
10502109801,23.9199,Broken Hill,197541.0748,195.1,10
10502109802,7.6491,Broken Hill,101230.376,81.7,10
10502109803,27149.5617,Broken Hill,219913.2548,163.1,10
10502109804,43296.802,Broken Hill,284120.0776,323.8,10
10502109805,27019.2585,Broken Hill,129331.5466,119.3,10
10502109806,22881.8069,Broken Hill,48485.09099,129.2,10
10502109807,26296.7759,Broken Hill,212434.6469,239.3,10
